group,species,n_cat
Crustacea,Eugerda tenuimana,LC
Crustacea,Eugerdella armata,LC
Crustacea,Eugerdella coarctata,LC
Crustacea,Eugerdella hessleri,DD
Crustacea,Euonyx chelatus,LC
Crustacea,Euphausia krohni,NA
Crustacea,Eurycope brevirostris,LC
Crustacea,Eurycope cornuta,LC
Crustacea,Eurycope dahli,LC
Crustacea,Eurycope hanseni,LC
Crustacea,Eurycope inermis,LC
Crustacea,Eurycope latirostris,DD
Crustacea,Eurycope producta,LC
Crustacea,Eurydice grimaldii,LC
Crustacea,Eurydice inermis,LC
Crustacea,Eurydice pulchra,LC
Crustacea,Eurydice truncata,LC
Crustacea,Eurynome aspera,LC
Crustacea,Eurynome spinosa,LC
Crustacea,Euryte curticornis,DD
Crustacea,Euryte longicauda,DD
Crustacea,Euryte minor,DD
Crustacea,Euryte robusta,DD
Crustacea,Eurytemora affinis,LC
Crustacea,Eurythenes gryllus,LC
Crustacea,Eusirus cuspidatus,LC
Crustacea,Eusirus holmii,LC
Crustacea,Eusirus leptocarpus,LC
Crustacea,Eusirus longipes,LC
Crustacea,Eusirus minutus,LC
Crustacea,Eusirus propinquus,LC
Crustacea,Evadne nordmanni,LC
Crustacea,Exiliniscus hanseni,DD
Crustacea,Funchalia woodwardi,NA
Crustacea,Galathea dispersa,LC
Crustacea,Galathea intermedia,LC
Crustacea,Galathea nexa,LC
Crustacea,Galathea squamifera,LC
Crustacea,Galathea strigosa,LC
Crustacea,Galatheascus striatus,DD
Crustacea,Gammaracanthus lacustris,LC
Crustacea,Gammarellus angulosus,LC
Crustacea,Gammarellus homari,LC
Crustacea,Gammaropsis maculata,LC
Crustacea,Gammaropsis melanops,LC
Crustacea,Gammaropsis nitida,LC
Crustacea,Gammaropsis palmata,LC
Crustacea,Gammaropsis sophia,LC
Crustacea,Gammarus duebeni,LC
Crustacea,Gammarus finmarchicus,LC
Crustacea,Gammarus inaequicauda,VU
Crustacea,Gammarus lacustris,LC
Crustacea,Gammarus locusta,LC
Crustacea,Gammarus marinus,LC
Crustacea,Gammarus obtusatus,LC
Crustacea,Gammarus oceanicus,LC
Crustacea,Gammarus pirloti,LC
Crustacea,Gammarus salinus,LC
Crustacea,Gammarus setosus,LC
Crustacea,Gammarus stoerensis,LC
Crustacea,Gammarus wilkitzkii,NA
Crustacea,Gammarus zaddachi,LC
Crustacea,Gastrosaccus sanctus,LC
Crustacea,Gastrosaccus spinifer,DD
Crustacea,Geryon trispinosus,LC
Crustacea,Gitana abyssicola,LC
Crustacea,Gitana rostrata,LC
Crustacea,Gitana sarsi,LC
Crustacea,Gitanopsis arctica,LC
Crustacea,Gitanopsis bispinosa,LC
Crustacea,Gitanopsis inermis,LC
Crustacea,Gnathia dentata,LC
Crustacea,Gnathia maxillaris,LC
Crustacea,Gnathia oxyurea,LC
Crustacea,Goesia depressa,NA
Crustacea,Goneplax rhomboides,LC
Crustacea,Gronella groenlandica,LC
Crustacea,Gyge branchialis,DD
Crustacea,Halice abyssi,LC
Crustacea,Halicoides nov. sp.,LC
Crustacea,Halicreion aequicornis,LC
Crustacea,Halicyclops magniceps,DD
Crustacea,Halirages elegans,NE
Crustacea,Halirages fulvocincta,LC
Crustacea,Halirages quadridentata,NA
Crustacea,Haliragoides inermis,LC
Crustacea,Haliragoides niflheimri,NA
Crustacea,Hamatoscalpellum hamatum,LC
Crustacea,Haplomesus gorbunovi,LC
Crustacea,Haplomesus quadrispinosus,LC
Crustacea,Haploops laevis,NE
Crustacea,Haploops nov. sp.,NA
Crustacea,Haploops setosa,LC
Crustacea,Haploops sibirica,NE
Crustacea,Haploops tenuis,LC
Crustacea,Haploops tubicola,LC
Crustacea,Haplophthalmus danicus,LC
Crustacea,Haplophthalmus mengii,LC
Crustacea,Hardametopa carinata,NA
Crustacea,Hardametopa nasuta,LC
Crustacea,Harpinia abyssi,LC
Crustacea,Harpinia antennaria,LC
Crustacea,Harpinia clivicola,NA
Crustacea,Harpinia crenulata,LC
Crustacea,Harpinia laevis,LC
Crustacea,Harpinia mucronata,LC
Crustacea,Harpinia pectinata,LC
Crustacea,Harpinia plumosa,LC
Crustacea,Harpinia propinqua,LC
Crustacea,Harpinia serrata,LC
Crustacea,Harpinia truncata,LC
Crustacea,Harpiniopsis similis,NA
Crustacea,Haustorius arenarius,NA
Crustacea,Hemiarthrus abdominalis,LC
Crustacea,Hemilamprops assimilis,LC
Crustacea,Hemilamprops cristatus,LC
Crustacea,Hemilamprops roseus,LC
Crustacea,Hemilamprops uniplicatus,LC
Crustacea,Hemimysis abyssicola,LC
Crustacea,Hemimysis lamornae,LC
Crustacea,Hemioniscus balani,LC
Crustacea,Heteromesus frigidus,LC
Crustacea,Heteromysis norvegica,DD
Crustacea,Hippolyte varians,LC
Crustacea,Hippomedon denticulatus,LC
Crustacea,Hippomedon frigidus,NA
Crustacea,Hippomedon gorbunovi,NA
Crustacea,Hippomedon holbolli,DD
Crustacea,Hippomedon nov. sp.,NA
Crustacea,Hippomedon propinquus,LC
Crustacea,Hippomedon robustus,LC
Crustacea,Hippomedon rylovi,NA
Crustacea,Holophryxus richardi,DD
Crustacea,Homarus americanus,NA
Crustacea,Homarus gammarus,LC
Crustacea,Hyale lubbockiana,LC
Crustacea,Hyas araneus,LC
Crustacea,Hyas coarctatus,LC
Crustacea,Hyloniscus riparius,LC
Crustacea,Hymenodora glacialis,LC
Crustacea,Hyperia galba,LC
Crustacea,Hyperia medusarum,LC
Crustacea,Hyperia spinigera,NE
Crustacea,Hyperiopsis voringi,LC
Crustacea,Hyperoche medusarum,LC
Crustacea,Ianiropsis breviremis,LC
Crustacea,Ianthopsis pulchra,DD
Crustacea,Ichnopus spinicornis,LC
Crustacea,Idotea baltica,LC
Crustacea,Idotea chelipes,LC
Crustacea,Idotea emarginata,LC
Crustacea,Idotea granulosa,LC
Crustacea,Idotea linearis,NA
Crustacea,Idotea metallica,NA
Crustacea,Idotea neglecta,LC
Crustacea,Idotea pelagica,LC
Crustacea,Idunella aequicornis,LC
Crustacea,Ilyarachna bergendali,LC
Crustacea,Ilyarachna hirticeps,LC
Crustacea,Ilyarachna longicornis,LC
Crustacea,Ilyarachna torleivi,LC
Crustacea,Inachus dorsettensis,LC
Crustacea,Inachus leptochirus,DD
Crustacea,Inachus phalangium,DD
Crustacea,Incisocalliope bicuspis,LC
Crustacea,Incisocalliope monocuspis,LC
Crustacea,Iphimedia minuta,LC
Crustacea,Iphimedia obesa,LC
Crustacea,Iphinoe serrata,DD
Crustacea,Iphinoe trispinosa,LC
Crustacea,Ischnomesus bispinosus,LC
Crustacea,Ischnomesus norvegicus,LC
Crustacea,Ischyrocerus anguipes,LC
Crustacea,Ischyrocerus brevicornis,NA
Crustacea,Ischyrocerus brusilovi,NA
Crustacea,Ischyrocerus commensalis,NA
Crustacea,Ischyrocerus enigmaticus,NA
Crustacea,Ischyrocerus latipes,DD
Crustacea,Ischyrocerus megacheir,LC
Crustacea,Ischyrocerus megalops,LC
Crustacea,Ischyrocerus minutus,LC
Crustacea,Ischyrocerus nanoides,NA
Crustacea,Ischyrocerus stephenseni,NA
Crustacea,Ischyrocerus tuberculatus,NA
Crustacea,Isias clavipes,LC
Crustacea,Isocyamus delphinii,NA
Crustacea,Jaera albifrons,LC
Crustacea,Jaera forsmani,LC
Crustacea,Jaera ischiosetosa,LC
Crustacea,Jaera praehirsuta,LC
Crustacea,Janira maculosa,LC
Crustacea,Jassa falcata,LC
Crustacea,Jassa herdmani,DD
Crustacea,Jassa marmorata,LC
Crustacea,Jassa pusilla,LC
Crustacea,Kerguelenia borealis,LC
Crustacea,Kroyera carinata,LC
Crustacea,Labidocera wollastoni,LC
Crustacea,Laetmatophilus tuberculatus,LC
Crustacea,Lafystius sturionis,LC
Crustacea,Lamprops fasciatus,LC
Crustacea,Lamprops fuscatus,LC
Crustacea,Laothoes meinerti,LC
Crustacea,Laphystiopsis planifrons,LC
Crustacea,Lebbeus polaris,LC
Crustacea,Lekanesphaera rugicauda,DD
Crustacea,Lembos websteri,LC
Crustacea,Lepas anatifera,NA
Crustacea,Lepas anserifera,NA
Crustacea,Lepas fascicularis,NA
Crustacea,Lepas hilli,NA
Crustacea,Lepechinella arctica,LC
Crustacea,Lepidepecreella cymba,NA
Crustacea,Lepidepecreum longicorne,LC
Crustacea,Lepidepecreum umbo,LC
Crustacea,Leptamphopus sarsi,LC
Crustacea,Leptanthura tenuis,LC
Crustacea,Leptocheirus hirsutimanus,LC
Crustacea,Leptocheirus pilosus,DD
Crustacea,Leptomysis gracilis,LC
Crustacea,Leptomysis lingvura,DD
Crustacea,Leptophoxus falcatus,LC
Crustacea,Leptostylis ampullacea,LC
Crustacea,Leptostylis longimana,LC
Crustacea,Leptostylis macrura,LC
Crustacea,Leptostylis villosa,LC
Crustacea,Lernaeodiscus ingolfi,LC
Crustacea,Leucon acutirostris,LC
Crustacea,Leucon fulvus,LC
Crustacea,Leucon nasica,LC
Crustacea,Leucon nasicoides,LC
Crustacea,Leucon nathorsti,NA
Crustacea,Leucon noerravangi,DD
Crustacea,Leucon pallidus,LC
Crustacea,Leucon tener,LC
Crustacea,Leucothoe incisa,NA
Crustacea,Leucothoe lilljeborgi,LC
Crustacea,Leucothoe spinicarpa,LC
Crustacea,Ligia oceanica,LC
Crustacea,Liljeborgia calypsonis,NA
Crustacea,Liljeborgia charybdis,DD
Crustacea,Liljeborgia fissicornis,LC
Crustacea,Liljeborgia kinahani,LC
Crustacea,Liljeborgia macronyx,LC
Crustacea,Liljeborgia nov. sp.,NA
Crustacea,Liljeborgia ossiani,LC
Crustacea,Liljeborgia pallida,LC
Crustacea,Limnoria lignorum,LC
Crustacea,Liocarcinus corrugatus,NA
Crustacea,Liocarcinus depurator,LC
Crustacea,Liocarcinus holsatus,LC
Crustacea,Liocarcinus navigator,LC
Crustacea,Liocarcinus pusillus,LC
Crustacea,Liriopsis pygmaea,LC
Crustacea,Lithodes maja,LC
Crustacea,Lophogaster typicus,LC
Crustacea,Lysianassa plumosa,LC
Crustacea,Lysianella petalocera,LC
Crustacea,Macropipus tuberculatus,LC
Crustacea,Macropodia rostrata,LC
Crustacea,Macrostylis longiremis,LC
Crustacea,Macrostylis spinifera,LC
Crustacea,Macrostylis subinermis,LC
Crustacea,Maera loveni,LC
Crustacea,Maera prionochira,NA
Crustacea,Maera tenera,NE
Crustacea,Maerella tenuimana,NA
Crustacea,Martensia martensi,NE
Crustacea,Medicorophium affine,LC
Crustacea,Megaluropus agilis,NA
Crustacea,Megamoera dentata,LC
Crustacea,Megamoera pallida,NA
Crustacea,Megamphopus cornutus,LC
Crustacea,Meganyctiphanes norvegica,LC
Crustacea,Melita palmata,LC
Crustacea,Melphidippa borealis,LC
Crustacea,Melphidippa goesi,LC
Crustacea,Melphidippa macrura,LC
Crustacea,Melphidippa willemiana,NA
Crustacea,Melphidippella macra,LC
Crustacea,Menigrates obtusifrons,LC
Crustacea,Menigratopsis svennilssoni,DD
Crustacea,Mesocalanus tenuicornis,NA
Crustacea,Mesolamprops denticulatus,DD
Crustacea,Mesometopa neglecta,NA
Crustacea,Mesopodopsis slabberi,NA
Crustacea,Metacaprella horrida,NA
Crustacea,Meterythrops robusta,LC
Crustacea,Metopa aequicornis,LC
Crustacea,Metopa aff. wiesei,NA
Crustacea,Metopa affinis,DD
Crustacea,Metopa alderi,LC
Crustacea,Metopa boecki,LC
Crustacea,Metopa borealis,LC
Crustacea,Metopa bruzelii,LC
Crustacea,Metopa glacialis,NA
Crustacea,Metopa invalida,LC
Crustacea,Metopa leptocarpa,DD
Crustacea,Metopa longicornis,LC
Crustacea,Metopa norvegica,LC
Crustacea,Metopa palmata,DD
Crustacea,Metopa propinqua,LC
Crustacea,Metopa pusilla,LC
Crustacea,Metopa robusta,LC
Crustacea,Metopa sinuata,LC
Crustacea,Metopa solsbergi,LC
Crustacea,Metopa spitzbergensis,NA
Crustacea,Metopella longimana,DD
Crustacea,Michthyops theeli,LC
Crustacea,Microcalanus pusillus,NE
Crustacea,Microcalanus pygmaeus,LC
Crustacea,Microdeutopus anomalus,LC
Crustacea,Microdeutopus gryllotalpa,LC
Crustacea,Microprotopus maculatus,LC
Crustacea,Monocorophium acherusicum,NA
Crustacea,Monocorophium insidiosum,LC
Crustacea,Monocorophium sextonae,LC
Crustacea,Monoculodes latimanus,LC
Crustacea,Monoculodes latissimanus,NA
Crustacea,Monoculodes packardi,LC
Crustacea,Monoculopsis longicornis,LC
Crustacea,Monodaeus couchi,NA
Crustacea,Monoporeia affinis,LC
Crustacea,Munida rugosa,LC
Crustacea,Munida sarsi,LC
Crustacea,Munida tenuimana,LC
Crustacea,Munidopsis serricornis,LC
Crustacea,Munna acanthifera,LC
Crustacea,Munna boecki,LC
Crustacea,Munna fabrici,LC
Crustacea,Munna hanseni,LC
Crustacea,Munna kroyeri,LC
Crustacea,Munna limicola,LC
Crustacea,Munna minuta,LC
Crustacea,Munna palmata,NE
Crustacea,Munneurycope incisa,LC
Crustacea,Munnoniscus marsupialis,LC
Crustacea,Munnopsis typica,LC
Crustacea,Munnopsurus giganteus,LC
Crustacea,Mysideis insignis,LC
Crustacea,Mysidella typhlops,LC
Crustacea,Mysidella typica,LC
Crustacea,Mysidetes farrani,NA
Crustacea,Mysidopsis angusta,LC
Crustacea,Mysidopsis didelphys,LC
Crustacea,Mysidopsis gibbosa,LC
Crustacea,Mysis litoralis,NA
Crustacea,Mysis mixta,LC
Crustacea,Mysis nordenskioldi,DD
Crustacea,Mysis oculata,LC
Crustacea,Mysis polaris,NA
Crustacea,Mysis relicta,LC
Crustacea,Mysis salemaai,VU
Crustacea,Mysis segerstralei,NT
Crustacea,Nagurus cristatus,NA
Crustacea,Nannoniscoides angulatus,LC
Crustacea,Nannoniscus oblongus,LC
Crustacea,Nannoniscus profundus,LC
Crustacea,Nannoniscus reticulatus,DD
Crustacea,Nannonyx goesi,DD
Crustacea,Natatolana borealis,LC
Crustacea,Nebalia bipes,LC
Crustacea,Nebalia borealis,LC
Crustacea,Nebalia sp.,LC
Crustacea,Necora puber,LC
Crustacea,Nematobrachion boopis,NA
Crustacea,Nematoscelis megalops,LC
Crustacea,Neocalanus robustior,NA
Crustacea,Neohela lamia,LC
Crustacea,Neohela monstrosa,LC
Crustacea,Neomysis integer,LC
Crustacea,Neopleustes euacantha,NA
Crustacea,Neopleustes pulchellus,LC
Crustacea,Nephrops norvegicus,LC
Crustacea,Nicippe tumida,LC
Crustacea,Normanion amblyops,NE
Crustacea,Normanion quadrimanus,NE
Crustacea,Normanion sarsi,LC
Crustacea,Notophryxus clypeatus,DD
Crustacea,Notophryxus ovoides,LC
Crustacea,Nototropis falcatus,LC
Crustacea,Nototropis nordlandicus,LC
Crustacea,Nototropis smitti,DD
Crustacea,Nototropis swammerdami,LC
Crustacea,Nototropis vedlomensis,LC
Crustacea,Nyctiphanes couchii,LC
Crustacea,Odius carinatus,LC
Crustacea,Oecidiobranchus nanseni,LC
Crustacea,Oediceropsis brevicornis,LC
Crustacea,Oediceros borealis,DD
Crustacea,Oediceros moigni,NA
Crustacea,Oediceros saginatus,LC
Crustacea,Oniscus asellus,LC
Crustacea,Onisimus affinis,NA
Crustacea,Onisimus barentsi,NA
Crustacea,Onisimus brevicaudatus,NA
Crustacea,Onisimus caricus,NA
Crustacea,Onisimus edwardsii,LC
Crustacea,Onisimus glacialis,NA
Crustacea,Onisimus leucopis,DD
Crustacea,Onisimus litoralis,LC
Crustacea,Onisimus nanseni,NA
Crustacea,Onisimus normani,LC
Crustacea,Onisimus plautus,LC
Crustacea,Onisimus sextonae,NA
Crustacea,Onisimus simus,NA
Crustacea,Onisimus turgidus,LC
Crustacea,Opisa eschrichtii,LC
Crustacea,Orchestia gammarellus,LC
Crustacea,Orchomene amblyops,LC
Crustacea,Orchomene crispatus,LC
Crustacea,Orchomene humilis,LC
Crustacea,Orchomene pectinatus,LC
Crustacea,Orchomene serratus,LC
Crustacea,Orchomene tschernyschevi,NA
Crustacea,Orchomenella glabra,NA
Crustacea,Orchomenella lepidula,NA
Crustacea,Orchomenella minuta,LC
Crustacea,Orchomenella nana,LC
Crustacea,Orchomenella obtusa,LC
Crustacea,Orchomenella pinguis,LC
Crustacea,Orchomenella sibirjakovi,NA
Crustacea,Ornatoscalpellum stroemi,LC
Crustacea,Othomaera othonis,LC
Crustacea,Pacifastacus leniusculus,NA
Crustacea,Pacifoculodes pallidus,LC
Crustacea,Pagurus alatus,LC
Crustacea,Pagurus bernhardus,LC
Crustacea,Pagurus cuanensis,LC
Crustacea,Pagurus prideaux,LC
Crustacea,Pagurus pubescens,LC
Crustacea,Palaemon adspersus,LC
Crustacea,Palaemon elegans,LC
Crustacea,Palaemon serratus,LC
Crustacea,Palaemonetes varians,NT
Crustacea,Palinurus elephas,NA
Crustacea,Pallasiola quadrispinosa,LC
Crustacea,Pandalina brevirostris,LC
Crustacea,Pandalina profunda,LC
Crustacea,Pandalus borealis,LC
Crustacea,Pandalus montagui,LC
Crustacea,Paracalanus parvus,LC
Crustacea,Paracallisoma aff. alberti,LC
Crustacea,Paracartia grani,DD
Crustacea,Paradulichia aff. spinifera,NA
Crustacea,Paradulichia typica,LC
Crustacea,Parajassa pelagica,LC
Crustacea,Paralithodes camtschatica,NA
Crustacea,Paramphilochoides odontonyx,LC
Crustacea,Paramphithoe buchholzi,NA
Crustacea,Paramphithoe hystrix,LC
Crustacea,Paramunna bilobata,LC
Crustacea,Parandania boecki,NA
Crustacea,Paraphoxus oculatus,LC
Crustacea,Parapleustes assimilis,LC
Crustacea,Parapleustes gracilis,LC
Crustacea,Parapodascon stebbingi,LC
Crustacea,Parapontella brevicornis,DD
Crustacea,Paratryphosites abyssi,NA
Crustacea,Pardalisca abyssi,LC
Crustacea,Pardalisca cuspidata,LC
Crustacea,Pardalisca tenuipes,LC
Crustacea,Pardaliscella boecki,LC
Crustacea,Parerythrops obesa,LC
Crustacea,Parerythrops spectabilis,LC
Crustacea,Pariambus typicus,LC
Crustacea,Paroediceros lynceus,LC
Crustacea,Paroediceros macrocheir,LC
Crustacea,Paroediceros propinquus,LC
Crustacea,Paromola cuvieri,LC
Crustacea,Parthenopea subterranea,DD
Crustacea,Pasiphaea multidentata,LC
Crustacea,Pasiphaea sivado,LC
Crustacea,Pasiphaea tarda,LC
Crustacea,Peltogaster curvatus,LC
Crustacea,Peltogaster paguri,LC
Crustacea,Peltogasterella sulcata,LC
Crustacea,Perioculodes longimanus,LC
Crustacea,Perrierella audouiniana,LC
Crustacea,Petalosarsia declivis,LC
Crustacea,Philocheras bispinosus,LC
Crustacea,Philocheras echinulatus,LC
Crustacea,Philocheras fasciatus,DD
Crustacea,Philocheras trispinosus,LC
Crustacea,Philoscia muscorum,LC
Crustacea,Phippsia gibbosa,LC
Crustacea,Phippsia roemeri,NA
Crustacea,Photis longicaudata,LC
Crustacea,Photis reinhardi,LC
Crustacea,Photis tenuicornis,LC
Crustacea,Phoxocephalus holbolli,LC
Crustacea,Phronima sedentaria,NA
Crustacea,Phtisica marina,LC
Crustacea,Pilumnus hirtellus,LC
Crustacea,Pinnotheres pisum,LC
Crustacea,Pirimela denticulata,LC
Crustacea,Pisidia longicornis,LC
Crustacea,Platorchestia platensis,LC
Crustacea,Platycyamus thompsoni,NA
Crustacea,Platysympus tricarinatus,LC
Crustacea,Platysympus typicus,LC
Crustacea,Pleopsis polyphemoides,LC
Crustacea,Pleurocrypta galatheae,DD
Crustacea,Pleurocrypta longibranchiata,LC
Crustacea,Pleurocrypta microbranchiata,LC
Crustacea,Pleurogonium inerme,LC
Crustacea,Pleurogonium intermedium,LC
Crustacea,Pleurogonium rubicundum,LC
Crustacea,Pleurogonium spinosissimum,LC
Crustacea,Pleuroprion hystrix,LC
Crustacea,Pleustes cataphractus,NA
Crustacea,Pleustes panopla,LC
Crustacea,Pleustes tuberculatus,NA
Crustacea,Pleustomesus medius,NA
Crustacea,Pleusymtes glaber,LC
Crustacea,Pleusymtes glabroides,NA
Crustacea,Pleusymtes karstensi,NA
Crustacea,Pleusymtes pulchella,LC
Crustacea,Podon intermedius,LC
Crustacea,Podon leuckartii,LC
Crustacea,Podoprionella norvegica,DD
Crustacea,Politolana microphthalma,LC
Crustacea,Polybius henslowii,NA
Crustacea,Pontocrates altamarinus,LC
Crustacea,Pontocrates arcticus,LC
Crustacea,Pontocrates arenarius,NA
Crustacea,Pontophilus norvegicus,LC
Crustacea,Pontophilus spinosus,LC
Crustacea,Pontoporeia femorata,LC
Crustacea,Porcellana platycheles,NA
Crustacea,Porcellio dilatatus,NA
Crustacea,Porcellio scaber,LC
Crustacea,Porcellio spinicornis,LC
Crustacea,Porcellionides pruinosus,NA
Crustacea,Portunion maenadis,NA
Crustacea,Praunus flexuosus,LC
Crustacea,Praunus inermis,LC
Crustacea,Praunus neglectus,LC
Crustacea,Priscillina herrmanni,NA
Crustacea,Proaeginina norvegica,DD
Crustacea,Proboloides calcarata,LC
Crustacea,Proboloides gregaria,LC
Crustacea,Procampylapsis armata,DD
Crustacea,Processa canaliculata,NA
Crustacea,Processa modica,LC
Crustacea,Processa nouveli,LC
Crustacea,Prochelator lateralis,LC
Crustacea,Protomedeia fasciata,LC
Crustacea,Protomedeia grandimana,LC
Crustacea,Pseudarachna hirsuta,LC
Crustacea,Pseudione affinis,LC
Crustacea,Pseudione crenulata,LC
Crustacea,Pseudione hyndmanni,LC
Crustacea,Pseudocalanus acuspes,LC
Crustacea,Pseudocalanus elongatus,LC
Crustacea,Pseudocalanus minutus,LC
Crustacea,Pseudocuma longicorne,LC
Crustacea,Pseudocuma simile,LC
Crustacea,Pseudomesus brevicornis,LC
Crustacea,Pseudomma affine,LC
Crustacea,Pseudomma frigidum,LC
Crustacea,Pseudomma roseum,LC
Crustacea,Pseudomma truncatum,LC
Crustacea,Pseudomysis abyssi,LC
Crustacea,Pseudoprotella phasma,LC
Crustacea,Quasimelita formosa,LC
Crustacea,Quasimelita quadrispinosa,NA
Crustacea,Rapaniscus crassipes,DD
Crustacea,Rhachotropis aculeata,LC
Crustacea,Rhachotropis helleri,LC
Crustacea,Rhachotropis inflata,LC
Crustacea,Rhachotropis leucophthalma,LC
Crustacea,Rhachotropis lomonosovi,LC
Crustacea,Rhachotropis macropus,LC
Crustacea,Rhachotropis northriana,DD
Crustacea,Rochinia carpenteri,NA
Crustacea,Rocinela danmoniensis,LC
Crustacea,Rostroculodes aff. vibei,NA
Crustacea,Rostroculodes borealis,LC
Crustacea,Rostroculodes kroyeri,LC
Crustacea,Rostroculodes longirostris,LC
Crustacea,Rostroculodes schneideri,NE
Crustacea,Rozinante fragilis,NA
Crustacea,Sabinea sarsii,LC
Crustacea,Sabinea septemcarinata,LC
Crustacea,Sacculina carcini,LC
Crustacea,Sacculina inflata,NA
Crustacea,Sarsinebalia typhlops,LC
Crustacea,Scalpellum scalpellum,LC
Crustacea,Schistomysis ornata,LC
Crustacea,Schistomysis spiritus,LC
Crustacea,Schisturella pulchra,DD
Crustacea,Scina borealis,LC
Crustacea,Sclerocrangon boreas,LC
Crustacea,Sclerocrangon ferox,EN
Crustacea,Scopelocheirus crenatus,LC
Crustacea,Scopelocheirus hopei,LC
Crustacea,Semibalanus balanoides,LC
Crustacea,Sergestes arcticus,LC
Crustacea,Siphonoecetes kroyeranus,LC
Crustacea,Siphonoecetes pallidus,LC
Crustacea,Siriella norvegica,LC
Crustacea,Socarnes bidenticulatus,NA
Crustacea,Socarnes vahlii,LC
Crustacea,Spirontocaris liljeborgii,LC
Crustacea,Spirontocaris phippsii,LC
Crustacea,Spirontocaris spinus,LC
Crustacea,Stegocephalina wagini,NA
Crustacea,Stegocephaloides auratus,LC
Crustacea,Stegocephaloides christianiensis,LC
Crustacea,Stegocephalus ampulla,NA
Crustacea,Stegocephalus inflatus,LC
Crustacea,Stegocephalus similis,LC
Crustacea,Stegoplax longirostris,LC
Crustacea,Stenopleustes eldingi,DD
Crustacea,Stenopleustes latipes,LC
Crustacea,Stenopleustes malmgreni,LC
Crustacea,Stenopleustes nodifer,LC
Crustacea,Stenothoe brevicornis,LC
Crustacea,Stenothoe marina,LC
Crustacea,Stenothoe microps,DD
Crustacea,Stenothoe monoculoides,LC
Crustacea,Stenothoe tenella,DD
Crustacea,Stenula rubrovittata,LC
Crustacea,Stephobruzelia dentata,LC
Crustacea,Stilomysis grandis,LC
Crustacea,Stylocheiron longicorne,NA
Crustacea,Stylocheiron maximum,NA
Crustacea,Sunamphitoe pelagica,LC
Crustacea,Sylon hippolytes,LC
Crustacea,Synchelidium haplocheles,LC
Crustacea,Synchelidium intermedium,LC
Crustacea,Synchelidium tenuimanum,LC
Crustacea,Synidotea bicuspida,NA
Crustacea,Synidotea nodulosa,NA
Crustacea,Syrrhoe affinis,LC
Crustacea,Syrrhoe crenulata,LC
Crustacea,Syrrhoites pusilla,LC
Crustacea,Syrrhoites serrata,LC
Crustacea,Syscenus infelix,LC
Crustacea,Systellaspis debilis,NA
Crustacea,Talitrus saltator,LC
Crustacea,Talorchestia brito,DD
Crustacea,Tarasovium cornutum,LC
Crustacea,Temora longicornis,LC
Crustacea,Thambema amicorum,NA
Crustacea,Themisto abyssorum,LC
Crustacea,Themisto gaudichaudi,LC
Crustacea,Themisto libellula,LC
Crustacea,Thia scutellata,DD
Crustacea,Thysanoessa inermis,LC
Crustacea,Thysanoessa longicaudata,LC
Crustacea,Thysanoessa raschii,LC
Crustacea,Thysanopoda acutifrons,NA
Crustacea,Tiron spiniferus,LC
Crustacea,Tmetonyx acutus,LC
Crustacea,Tmetonyx albidus,LC
Crustacea,Tmetonyx cicada,LC
Crustacea,Tmetonyx leucophthalmus,LC
Crustacea,Tmetonyx norbiensis,NA
Crustacea,Tmetonyx rotundatus,DD
Crustacea,Tmetonyx similis,LC
Crustacea,Tole laciniata,LC
Crustacea,Tortugaster boschmai,LC
Crustacea,Trachelipus rathkii,LC
Crustacea,Trachelipus ratzeburgii,NT
Crustacea,Trachelosaccus hymenodorae,NA
Crustacea,Triangulus galatheae,DD
Crustacea,Triangulus munidae,LC
Crustacea,Trichoniscoides saeroeensis,NT
Crustacea,Trichoniscoides sarsi,NA
Crustacea,Trichoniscus pusillus,LC
Crustacea,Trichoniscus pygmaeus,LC
Crustacea,Trichorhina tomentosa,NA
Crustacea,Trischizostoma raschi,LC
Crustacea,Tritaeta gibbosa,LC
Crustacea,Trypetesa lampas,NA
Crustacea,Tryphana malmi,LC
Crustacea,Tryphosella angulata,LC
Crustacea,Tryphosella barentsi,NA
Crustacea,Tryphosella compressa,NA
Crustacea,Tryphosella horingi,LC
Crustacea,Tryphosella nanoides,LC
Crustacea,Tryphosella sarsi,LC
Crustacea,Tryphosella schneideri,LC
Crustacea,Tryphosella spitzbergensis,LC
Crustacea,Tryphosella tuberculimana,NA
Crustacea,Tryphosites longipes,LC
Crustacea,Tytthocope megalura,LC
Crustacea,Tytthocope pygmaea,LC
Crustacea,Ulophysema oeresundense,LC
Crustacea,Unciola leucopis,LC
Crustacea,Unciola petalocera,LC
Crustacea,Unciola planipes,LC
Crustacea,Upogebia deltaura,LC
Crustacea,Upogebia stellata,LC
Crustacea,Uristes umbonatus,LC
Crustacea,Urothoe elegans,LC
Crustacea,Verruca stroemia,LC
Crustacea,Verum striolatum,DD
Crustacea,Weltnerium nymphocolum,LC
Crustacea,Westwoodilla brevicalcar,LC
Crustacea,Westwoodilla caecula,LC
Crustacea,Westwoodilla megalops,NA
Crustacea,Weyprechtia heuglini,NA
Crustacea,Weyprechtia pinguis,NA
Crustacea,Whoia angusta,LC
Crustacea,Whoia dumbshafensis,LC
Crustacea,Wimvadocus torelli,DD
Crustacea,Xantho pilipes,LC
Crustacea,Xenobalanus globicipitis,NA
