Time,Period,POB,KWH,SWH,HWH,MWH,FWH,BES,HAS,HOS,RIS,SBA,SBB,SHO,DEO,PEL,PES,REO,DEL,FLA,LRD,SSK,MES,GRH,MAC,HAD,SAI,RED,BWH,SSH,NCO,PCO,CAP,PWN,CEP,KCR,SCR,ZG,ZL,ZM,ZS,DF,PS,PL,BC,BD,BFF,SPO,COR,PB,BB,DR,DL,DC,DIN,RelPOB,RelKWH,RelSWH,RelHWH,RelMWH,RelFWH,RelBES,RelHAS,RelHOS,RelRIS,RelSBA,RelSBB,RelSHO,RelDEO,RelPEL,RelPES,RelREO,RelDEL,RelFLA,RelLRD,RelSSK,RelMES,RelGRH,RelMAC,RelHAD,RelSAI,RelRED,RelBWH,RelSSH,RelNCO,RelPCO,RelCAP,RelPWN,RelCEP,RelKCR,RelSCR,RelZG,RelZL,RelZM,RelZS,RelDF,RelPS,RelPL,RelBC,RelBD,RelBFF,RelSPO,RelCOR,RelPB,RelBB,RelDR,RelDL,RelDC,RelDIN,PelDemRatio,PiscivPlankRatio,DivCount,InfEpiRatio,BSSslope,HabitCover
1985,1,171.050031,111365.3684,84029.10143,41519.5743,794784.4622,837203.1059,5628.131108,157915.1842,104987.8791,5161.963577,26011.88731,5020.205307,587310.8746,1639608.619,2237918.508,927182.9377,674997.4818,88258.42565,93505.42653,2363084.604,337775.4158,26617830.61,568179.5116,4553640.676,487180.3346,1063342.151,541958.8667,3679555.076,7505521.743,3155584.409,3167854.687,1436407.965,40518127.36,48228384.71,4610.349696,1990.291728,6312453.726,1141403520,548507056.9,5610711.966,31449947.6,388331457.8,4570726478,14849425.77,1161851500,9334428.03,9943851.255,10186184.94,2519575214,8934400696,3777019999,19137863106,0,80275792143,0.336386,3.178344,0.480633,0.319772,1.667413,1.228291,1.527838,1.115326,5.333778,1.032996,4.192009,0.935464,3.263282,1.454576,346.44661,7.419077,1.432974,1.169781,1.278617,14.97084,3.631884,7.589659,6.088158,11.243966,2.622346,2.995571,1.674774,3.140992,14.898712,3.085041,13.896772,0.248049,141.216353,32.544353,0.662725,1.980399,0.997012,59.692721,16.415375,0.091263,17.180746,8.492629,99.959669,4.085219,319.636477,1.211157,1.031373,1.011569,551.019418,1943.201246,5.831139,15.811538,1,1.043427,1.973269,1.21003E+27,27.88,26173915643,-1522999.173,0.295042
1985,2,166.126293,102671.5098,82858.83849,41525.36308,770716.5507,816065.4487,6568.382348,155257.4594,102795.6564,5080.866896,26474.09305,5058.776674,560918.5784,1335636.127,1726619.434,687997.856,646599.5678,93650.89927,79809.62472,1588059.402,302033.4845,24618047.56,590168.627,5440564.719,475093.9251,1067381.273,543813.2915,3822677.613,7960086.085,3139152.045,3270896.377,2629868.501,40182703.15,49617721.6,4598.861679,2011.469378,6304339.932,1111695947,366208863.4,14095595.81,44620156.69,490278538.9,5011583572,15046102.18,1216323671,9345878.033,9945426.743,10180841.83,2582533976,8960159201,3795482607,19198335755,0,80058148756,0.326703,2.930223,0.473939,0.319817,1.61692,1.197279,1.783082,1.096555,5.222404,1.016767,4.266497,0.942652,3.116638,1.184907,267.293669,5.50518,1.372687,1.241253,1.091337,10.060826,3.247574,7.019452,6.323775,13.433981,2.557289,3.00695,1.680504,3.263166,15.801038,3.068976,14.348797,0.454145,140.047311,33.481873,0.661074,2.001471,0.995731,58.139085,10.959669,0.229278,24.37548,10.722164,109.601009,4.139327,334.622293,1.212642,1.031536,1.011039,564.788208,1948.803632,5.859643,15.8615,1,1.040598,1.02016E+20,1.26553E+27,31.58,27161214489,-1406110.036,0.29699
1985,3,163.579436,104576.4933,81735.48488,41591.12593,800989.2694,830688.5427,6105.453628,155241.8025,104809.3797,5126.229856,26203.71641,4841.050855,570662.7815,1450222.429,1777127.995,758711.3489,649051.1054,75273.01545,83830.4111,1804349.338,318326.5609,20865726.19,611095.1245,4769579.462,522188.8054,1067406.248,598382.2965,4188686.089,8195871.452,3324775.84,3373259.554,2832285.523,40335539.47,51329152.84,4586.931531,2447.672175,6299229.577,1109441783,412760867.7,1139904573,2170078876,789475644.3,7932018302,15246971.22,1272236178,9352354.743,9946242.541,10170300.96,3298996785,9008785693,3874227915,20947120227,0,71218371835,0.321694,2.984591,0.467514,0.320324,1.68043,1.218733,1.657414,1.096445,5.324709,1.025845,4.222924,0.902081,3.17078,1.286562,275.112774,6.071011,1.377892,0.997672,1.146319,11.431087,3.422763,5.949536,6.548007,11.777167,2.810787,3.00702,1.849135,3.575603,16.26908,3.25045,14.797844,0.4891,140.579986,34.636741,0.659359,2.435506,0.994924,58.021197,12.352848,18.541592,1185.489206,17.265466,173.469563,4.194588,350.004359,1.213483,1.031621,1.009992,721.475303,1959.379725,5.981213,17.306331,1,0.925698,1.01526E+20,1.26426E+27,32.42,28186272938,-1183576.535,0.297414
1985,4,161.142884,106230.8959,80912.02826,41665.73289,810721.8945,842481.2254,5918.394867,154923.9808,107623.2394,5157.284765,25769.49125,4921.542748,579858.5485,1422718.433,1936424.018,826254.4713,655832.6754,81609.14632,87214.20898,2017119.668,316782.5978,23139830.84,613153.8708,4106168.037,570174.6861,1069111.257,645550.2865,4541525.664,8692398.101,3291744.921,3015380.122,2858061.571,49381039.24,54893298.89,4574.328424,2401.310962,6285667.695,1159083618,614501211,74284269.28,308456547.4,612407005.3,7437304209,15452831.85,1329429745,9381439.311,9947242.695,10172510.03,3516070108,9044711604,3867886057,21005587017,0,73889118054,0.316902,3.031808,0.462804,0.320898,1.700849,1.236035,1.606634,1.0942,5.467664,1.03206,4.152945,0.917079,3.221875,1.262162,299.772996,6.611473,1.392289,1.081651,1.19259,12.779049,3.406162,6.597961,6.570067,10.139055,3.06908,3.011823,1.994894,3.876799,17.254702,3.218157,13.227896,0.493551,172.105936,37.041815,0.657547,2.389375,0.992782,60.617349,18.390407,1.208302,168.506275,13.393057,162.650395,4.251222,365.738857,1.217257,1.031725,1.010211,768.948232,1967.193487,5.971423,17.354636,1,0.960413,4.57717E+19,1.4386E+27,31.12,29253876525,-1317223.369,0.29824
1985,5,163.642941,108365.1858,81656.63257,41723.13021,787371.8615,831833.8661,5765.386274,152461.8744,110566.3964,5163.596552,25723.93855,4979.318743,574496.1063,1545618.184,2099801.887,891403.9644,662655.7587,81863.46889,90505.38681,2216319.372,333848.0898,25837069.98,543913.3672,4106168.037,614455.6185,1079561.984,634830.5303,4885922.111,8878278.514,3242352.823,3013025.264,2837891.149,51638264.39,61512579.82,4561.792163,2388.129991,6272422.801,1150612252,793725388,177352232.4,3883591.066,492822645.5,6052484344,15661143.45,1386767247,9411276.443,9950169.499,10179736.68,3225120622,9081381398,3881461901,20420193067,0,76168830447,0.321819,3.09272,0.467063,0.32134,1.651862,1.220414,1.565097,1.07681,5.617187,1.033323,4.145604,0.927845,3.192079,1.371193,325.065118,7.132782,1.406774,1.085022,1.237594,14.041038,3.589656,7.367037,5.828141,10.139055,3.307431,3.041264,1.961768,4.170787,17.62368,3.169869,13.217565,0.490068,179.972961,41.508484,0.655745,2.376259,0.99069,60.174316,23.754116,2.884797,2.121561,10.777803,132.365027,4.308531,381.512953,1.221128,1.032028,1.010929,705.318928,1975.16904,5.992382,16.870989,1,0.990045,2.300689,1.30624E+27,27.96,30363701588,-1477192.668,0.300117
1986,1,171.651497,109794.3284,81681.52518,39138.69016,788669.4793,832487.2913,5658.896094,156804.6454,108574.2961,5178.097005,26230.90724,5027.508331,588430.0224,1660348.665,2248240.602,947692.7476,664959.3496,87730.0041,93927.70636,2414306.666,351096.4632,27898359.69,566518.8519,4106168.037,655074.7629,977546.8123,561387.6124,3689507.194,7961240.179,3173896.699,3117823.107,1228853.995,45741936.28,26349410.69,4552.354639,1928.061267,6258562.69,1121291806,786169784.9,7231857.846,8968775.166,495713671,6257789149,15869971.54,1446113665,9432956.323,9951883.161,10179239.87,2707450221,9105796661,3875737723,19751283059,0,77328648507,0.337568,3.133507,0.467205,0.301436,1.654584,1.221372,1.536189,1.107483,5.515981,1.036225,4.227306,0.936825,3.2695,1.472976,348.044547,7.583191,1.411664,1.162777,1.284392,15.295347,3.775117,7.954781,6.070363,10.139055,3.526072,2.753875,1.734813,3.149487,15.803329,3.102943,13.677294,0.212207,159.422704,17.780495,0.654388,1.918477,0.988501,58.640926,23.527996,0.117633,4.899539,10.841028,136.854948,4.365981,397.839721,1.223941,1.032206,1.010879,592.106811,1980.479275,5.983544,16.318341,1,1.00512,1.912204,1.08818E+27,27.9,31480041673,-1598925.444,0.301863
1986,2,166.699742,100285.5726,80516.84603,39152.37171,791402.8689,827027.4943,6601.864824,154328.9673,106152.0327,5100.294456,26699.35494,5065.911021,563058.1805,1350134.343,1735724.397,703185.1964,637261.2424,93364.21617,80223.68173,1623894.77,314038.4143,26060917.17,589104.5608,5030010.361,642883.1243,1000286.925,566744.9744,3822639.689,8442567.069,3163808.549,3223376.083,2123145.344,45589224.93,28978323.36,4541.862221,1963.12581,6244882.991,1092796229,688892562.6,58734453.81,72138139.11,602197297.6,7960881080,16078928.13,1506129932,9450847.838,9952595.01,10175471.7,2616351132,9108982845,3880629871,19473816978,0,77547022962,0.32783,2.862129,0.460543,0.301541,1.660318,1.213362,1.792172,1.089997,5.392921,1.020655,4.3028,0.943981,3.128527,1.197769,268.703186,5.626705,1.352863,1.237453,1.096999,10.287853,3.376655,7.430863,6.312374,12.42023,3.460448,2.817936,1.751368,3.263134,16.758779,3.093081,14.140334,0.36664,158.890464,19.554476,0.65288,1.953368,0.98634,57.150674,20.616745,0.95537,39.408238,13.169776,174.100779,4.423467,414.350771,1.226262,1.03228,1.010505,572.183863,1981.172259,5.991097,16.089101,1,1.007958,9.7642E+19,1.13743E+27,31.66,32609408561,-1490700.454,0.302176
1986,3,164.16527,101447.6605,79376.78805,39213.38318,823602.179,843548.0246,6141.149681,154310.8612,108031.3202,5148.130899,26437.45872,4847.682231,574098.2128,1463475.784,1790017.274,776080.3865,640320.625,75231.2148,84404.33498,1845984.684,331315.1592,21494897.26,610713.2261,5216211.09,693186.0448,1018778.812,593112.9885,4165410.528,8760324.298,3360285.291,3327202.936,2398384.059,46463622.97,34406626.15,4531.099261,2402.936247,6234994.712,1075851023,715106009.1,9769617.081,1653855007,940883334.3,7290753724,16291602.79,1567028245,9466859.077,9953607.895,10171637.6,2628687313,9095342564,3881170511,19251823782,0,77217022367,0.322846,2.895295,0.454022,0.302011,1.727871,1.2376,1.667104,1.08987,5.488396,1.030228,4.260593,0.903316,3.189868,1.29832,277.108131,6.209993,1.359358,0.997118,1.154167,11.694859,3.562421,6.128934,6.543915,12.880001,3.731214,2.87003,1.832851,3.555734,17.389537,3.285165,14.595803,0.41417,161.937972,23.217477,0.651333,2.390992,0.984778,56.26448,21.401244,0.158912,903.482026,20.576682,159.445404,4.481976,431.10448,1.22834,1.032385,1.010124,574.881729,1978.205545,5.991932,15.905692,1,1.003669,9.68079E+19,1.10492E+27,32.44,33773784422,-1219985.348,0.302478
1986,4,161.760729,102993.7359,78517.56212,39282.07514,833539.1212,855574.6814,5959.539164,153802.1023,109923.6499,5181.897633,26015.39363,4927.615491,584874.1583,1432748.562,1948322.659,845258.8694,645267.9849,81641.41957,87903.58069,2062174.163,330330.7671,23606258.24,611652.3632,4439412.131,745774.3885,1036466.772,612723.046,4494617.737,9225898.937,3386354.744,3202209.249,2556474.141,54443832.16,43612582.6,4520.17549,2378.137528,6224932.55,1268587830,589255095.7,104856410.7,1088104747,1141244342,7765187266,16508964.32,1628261992,9550217.958,9960813.108,10243143.91,3244509151,9083666535,3897817423,20443609736,0,75048950637,0.318117,2.93942,0.449108,0.30254,1.748718,1.255245,1.617803,1.086276,5.584533,1.036985,4.192574,0.918211,3.249743,1.27106,301.614995,6.763541,1.369861,1.082079,1.202016,13.064483,3.551837,6.730956,6.553978,10.96191,4.014281,2.91986,1.893451,3.836757,18.313719,3.310652,14.047479,0.441471,189.751104,29.429625,0.649763,2.366317,0.983189,66.344161,17.634857,1.705586,594.419146,24.958485,169.821046,4.541774,447.950471,1.239156,1.033132,1.017226,709.55911,1975.66605,6.017632,16.890335,1,0.975488,4.34859E+19,1.26735E+27,31.24,34984172388,-1344004.223,0.30374
1986,5,164.371493,105142.0884,79419.20621,39334.1543,806962.8794,843202.6287,5807.372163,151404.2787,111818.6675,5191.283059,25982.48858,4984.364353,580694.2454,1553670.224,2109513.025,911009.872,651218.5442,81943.93295,91164.31751,2264566.304,348191.4065,25401010.73,543315.2129,4439412.131,796646.236,1060604.398,630106.2749,4820745.772,9412550.495,3388582.264,3184770.485,2629563.763,58684272.58,56462974.71,4509.425346,2459.578153,6212779.031,1311015779,500831492,86750456.92,424110909.1,626148232.6,7578608294,16730648.29,1688932325,9669277.188,9977689.032,10377456.15,3216068382,9109116516,3921397348,20362647830,0,76551423737,0.323252,3.000733,0.454265,0.302941,1.692962,1.237093,1.576495,1.069341,5.680807,1.038863,4.187271,0.928786,3.226518,1.378336,326.568476,7.289664,1.382493,1.086088,1.246604,14.346697,3.743881,7.242701,5.821732,10.96191,4.288109,2.987858,1.947169,4.11515,18.684228,3.31283,13.970979,0.454092,204.530157,38.101027,0.648218,2.447352,0.981269,68.563043,14.988571,1.411076,231.686926,13.693572,165.74065,4.602762,464.64146,1.254604,1.034883,1.030564,703.339245,1981.201332,6.054036,16.823445,1,0.995018,2.183883,1.10276E+27,28.1,36247558299,-1450760.709,0.30013
1987,1,172.429765,106728.2012,79443.9181,36901.2654,808271.8393,843847.0273,5698.484339,155918.0128,109727.4235,5204.938256,26492.46759,5032.786094,593988.3356,1668400.002,2254796.713,965966.8084,653029.388,87708.81953,94486.63911,2464657.667,365900.9554,27187731.74,565417.8994,4439412.131,841542.1643,982153.1041,558539.5211,3638655.268,8471065.225,3327929.83,3294119.836,1449318.451,51129798.18,42768924.96,4501.099977,2075.124542,6201203.457,1278077061,520245544,40796136.2,650574699.1,629534789.7,7327215504,16955131.17,1751607048,9728433.634,9980603.928,10426840.24,3077620249,9139303779,3926643008,20182940461,0,77265523056,0.339099,3.046001,0.454406,0.284203,1.695709,1.238038,1.546936,1.101221,5.574564,1.041596,4.269458,0.937808,3.300384,1.480118,349.059483,7.729415,1.386337,1.162497,1.292035,15.614335,3.9343,7.752157,6.058566,10.96191,4.52977,2.766851,1.726012,3.106078,16.815348,3.253533,14.450674,0.250279,178.200822,28.860328,0.647021,2.06481,0.979441,66.840426,15.569582,0.663587,355.401498,13.767634,160.242806,4.664519,481.883877,1.26228,1.035185,1.035468,673.06128,1987.766958,6.062134,16.674972,1,1.004299,1.852203,1.09891E+27,28.1,37533271499,-1556273.78,0.301224
1987,2,167.455181,96734.53537,78299.18913,36917.60734,809087.9123,837009.516,6643.685066,153504.026,107224.0457,5127.295262,26961.97195,5071.621297,567337.9701,1354809.418,1738807.745,713862.1969,625280.3438,93262.43289,80566.07106,1655469.684,326529.4129,25982222.74,587833.392,5310593.856,825372.8301,1022385.462,561778.723,3766274.448,8993696.487,3324942.749,3404677.12,2822475.779,50957092.45,44677024.88,4491.878703,2200.283714,6191192.452,1245407411,818432966.5,33443908.35,377391208.1,763706680.7,6253233171,17180424.94,1814878627,9748105.243,9982287.386,10429410.21,3104929479,9159291418,3947986998,20371120880,0,79674505157,0.329316,2.760783,0.447859,0.284329,1.697421,1.228007,1.803524,1.084171,5.447383,1.026058,4.345123,0.945045,3.152306,1.201917,269.180511,5.712139,1.327428,1.236104,1.101681,10.48789,3.510963,7.408425,6.298753,13.113054,4.442736,2.880191,1.736022,3.215018,17.852789,3.250613,14.935667,0.487406,177.598897,30.147908,0.645695,2.189347,0.97786,65.13188,24.493549,0.543996,206.164489,16.701911,136.75531,4.726499,499.290495,1.264832,1.03536,1.035723,679.033682,1992.1142,6.095086,16.830445,1,1.035611,9.52842E+19,1.18052E+27,31.7,38830351839,-1485461.862,0.301768
1987,3,164.907887,98096.6309,77174.7392,36973.47054,840669.8248,853195.7716,6175.474874,153566.8947,109641.4435,5175.068537,26694.84509,4854.521309,577575.0731,1466791.591,1795813.174,786266.443,629275.8527,75156.86608,84584.10197,1881889.945,344264.041,21365444.51,609645.0858,5277753.006,868964.022,1059990.374,601593.0691,4072764.267,9265999.555,3537686.698,3513375.125,2947622.177,51701722.49,48872364.4,4482.406338,2779.850458,6182616.422,1239830824,785384664.4,28339588.31,732859295.2,1202895693,7105538620,17410079.88,1878520027,9760182.049,9983838.942,10426682.73,3352252668,9167654846,3981107662,21052857967,0,77665591972,0.324306,2.799657,0.441427,0.28476,1.763678,1.251754,1.676422,1.084615,5.570196,1.035619,4.302073,0.904591,3.209187,1.301262,278.00538,6.291499,1.33591,0.996132,1.156625,11.922329,3.701652,6.092023,6.53247,13.031962,4.677374,2.986129,1.859057,3.476648,18.39332,3.458601,15.412505,0.509017,180.194129,32.978909,0.644334,2.766033,0.976505,64.840238,23.5045,0.460969,400.352629,26.306771,155.394835,4.78968,516.798853,1.266399,1.03552,1.035452,733.122117,1993.933217,6.146219,17.393691,1,1.0095,9.43552E+19,1.15718E+27,32.46,40167918149,-1211767.94,0.302256
1987,4,162.49003,99736.4834,76313.19337,37035.44734,848065.4308,864237.5882,5987.414455,153159.28,112865.1413,5209.916542,26241.01588,4935.187366,587594.7371,1437060.084,1955254.168,855361.8398,636250.2571,81419.93575,87968.30891,2103788.496,343295.935,24616688.87,611401.7979,4510335.245,912160.0163,1098594.276,627052.4152,4361065.413,9828810.505,3512437.534,3263161.578,2963203.829,68742855.96,55897926.54,4472.584345,2836.117033,6169693.41,1368710292,876315441.2,418663100.9,287334155.2,1046385734,5677594422,17646034.43,1941991346,9775208.113,9985816.091,10430202.01,4059493089,9173489746,4032478678,22321127044,0,77042960589,0.319552,2.846458,0.436499,0.285237,1.779193,1.267954,1.62537,1.081736,5.733972,1.042592,4.228935,0.919622,3.264859,1.274885,302.688045,6.844383,1.350717,1.079143,1.202901,13.328122,3.691243,7.019064,6.551293,11.137035,4.909885,3.094881,1.937732,3.722752,19.510518,3.433916,14.314866,0.511708,239.586971,37.719735,0.642922,2.82202,0.974464,71.580331,26.225819,6.809939,156.967354,22.883971,124.166358,4.854593,534.260421,1.268349,1.035726,1.035802,887.792318,1995.202287,6.225528,18.441524,1,1.001407,4.23005E+19,1.37072E+27,31.2,41563434041,-1403183.986,0.302724
1987,5,165.162079,101875.1748,77588.95403,37082.70641,819147.4038,849494.5131,5832.136025,150713.7383,115813.1324,5220.894996,26184.30551,4992.196958,582467.7857,1560302.464,2118621.113,921891.2078,643908.26,81672.67842,91227.38586,2311391.94,361817.1017,26676559.32,544174.6767,4510335.245,953517.6557,1146863.868,626450.5128,4642764.78,10078296.13,3483262.095,3250728.581,2935665.903,68833020.62,67355667.49,4462.808207,2882.060066,6158153.889,1374455929,776497139.1,28971977.26,218599.7919,780911166.2,5554844591,17885374.73,2003195605,9789201.391,9988060.911,10448530.19,3574543174,9196523936,3994106745,21166459136,0,79760216786,0.324806,2.907496,0.443796,0.285601,1.718525,1.246324,1.583218,1.064464,5.883741,1.044789,4.219796,0.930245,3.236372,1.38422,327.978476,7.376733,1.366974,1.082493,1.247467,14.643351,3.890389,7.606404,5.830941,11.137035,5.132501,3.230862,1.935872,3.96322,20.005756,3.405393,14.260324,0.506952,239.901218,45.45138,0.641516,2.867734,0.972642,71.880814,23.23852,0.471256,0.119419,17.078165,121.481876,4.920438,551.098299,1.270164,1.035958,1.037622,781.73602,2000.212144,6.166288,17.487547,1,1.036726,2.232782,1.23297E+27,28.02,43002001294,-1525742.472,0.301793
1988,1,173.258467,102925.6918,77613.63148,34873.02478,820495.4473,850143.0214,5722.658175,155546.9324,114254.5643,5235.408164,26696.08418,5040.037376,595541.5427,1676026.158,2257223.436,977282.7821,644353.6244,87159.1965,94572.72413,2515104.035,380161.0872,28460890.61,566067.7721,4510335.245,981761.9489,1042729.426,545153.8816,3511250.784,8867649.884,3387255.143,3374963.442,1421590.485,61230286.11,36905456.29,4455.589479,2331.846288,6147758.655,1340036987,534731191.6,9803496.891,152370.4765,798030311.2,5828416193,18127303.79,2066194661,9811779.302,9989826.1,10462613.59,3478430997,9241431499,4001406189,20518869091,0,80636718359,0.340729,2.937478,0.443937,0.268583,1.721353,1.247276,1.553498,1.0986,5.80456,1.047694,4.302273,0.93916,3.309014,1.486884,349.435158,7.819962,1.367919,1.155212,1.293212,15.933928,4.08763,8.115178,6.06553,11.137035,5.284532,2.937502,1.684647,2.997322,17.602582,3.311532,14.805319,0.245491,213.403685,24.903679,0.640479,2.320255,0.971,70.080784,16.0031,0.159463,0.083238,17.452553,127.46476,4.986995,568.429943,1.273094,1.036141,1.039021,760.716733,2009.979383,6.177557,16.952514,1,1.048118,1.850247,1.099E+27,28.06,44458984280,-1631114.127,0.302829
1988,2,168.250668,92544.19962,76484.88156,34900.24735,822131.6287,843511.3549,6672.985028,153218.0855,111956.8057,5158.713712,27166.21738,5079.083958,568716.9428,1363646.884,1728416.856,719898.3655,617321.9405,92372.97354,80636.67822,1686850.551,338971.1273,26686278.85,587849.441,5374500.49,935259.6799,1066647.921,569115.3436,3644775.658,9364380.399,3357218.698,3500069.6,2560545.444,61054846.32,38289812.28,4447.355384,2387.44252,6139475.184,1306188972,375056738.4,68185055.76,40329746.92,1021554587,5961673675,18369765.67,2129221773,9832507.693,9990912.824,10478941.26,4014221844,9307442106,4072995952,21855912749,0,79184534994,0.33088,2.641192,0.437481,0.268792,1.724786,1.237546,1.811478,1.082151,5.687825,1.032346,4.378038,0.946436,3.159968,1.209757,267.571923,5.760439,1.310533,1.224315,1.102647,10.686697,3.644741,7.609176,6.298925,13.270854,5.034224,3.004884,1.758693,3.111303,18.588609,3.282167,15.354136,0.442174,212.792231,25.837838,0.639295,2.375575,0.969692,68.310613,11.224463,1.109092,22.031678,22.340925,130.379039,5.053698,585.769305,1.275783,1.036254,1.040642,877.891707,2024.336462,6.288081,18.057168,1,1.029243,9.29111E+19,1.17877E+27,31.72,45910716296,-1526670.114,0.303271
1988,3,165.679648,93198.64428,75381.45574,34952.71716,853749.208,859703.7725,6200.446741,153647.622,114234.5958,5205.917051,26896.58982,4862.445205,578385.3532,1478375.947,1777750.016,792890.7068,622067.084,74496.91366,84678.7866,1915892.729,357290.6949,21836699.14,609905.4214,4744264.643,955186.3746,1089551.69,607388.2556,3942217.974,9519394.039,3534122.892,3623212.124,2878360.926,61672681.7,40279401.88,4438.839335,2894.535777,6135487.639,1274887955,409716350.3,44035440.42,247332358,1409989213,8990020366,18617024.51,2194827842,9849058.75,9991739.703,10495778.3,3896926363,9406007810,4077707342,21339012098,0,76157764908,0.325824,2.65987,0.43117,0.269196,1.791117,1.261302,1.683201,1.085185,5.803545,1.041792,4.334586,0.906067,3.213689,1.311539,275.209068,6.344505,1.320607,0.987385,1.15792,12.137747,3.84172,6.226394,6.535259,11.714659,5.141483,3.069407,1.876965,3.36521,18.896316,3.455117,15.894338,0.497056,214.94555,27.180406,0.638071,2.880148,0.969062,66.673643,12.261734,0.716277,135.114831,30.83581,196.607578,5.121722,603.818163,1.277931,1.03634,1.042314,852.239729,2045.774162,6.295354,17.630109,1,0.989901,9.20243E+19,1.16319E+27,32.38,47538008497,-1239223.002,0.303627
1988,4,163.231586,93929.68631,74547.45335,35008.60715,860599.8045,870631.4007,6010.333216,153392.9289,116514.6443,5239.360145,26429.26674,4942.696687,587510.7208,1447606.666,1935720.838,862650.8401,628241.0306,80911.8596,88088.08242,2139502.729,356189.496,24772960.64,611625.6271,4078960.301,979157.857,1113730.416,612534.1165,4223176.488,10027814.88,3477933.197,3316685.732,3071925.94,72248161.94,44586181.96,4429.990795,2870.750047,6128699.811,1277607422,661519109.2,10951067.29,148529595.1,1430024723,6486354287,18870330.69,2263371096,9856558.878,9992666.455,10508702.99,3556727688,9501834721,4116988150,21101370917,0,78812150720,0.32101,2.680734,0.426399,0.269627,1.80549,1.277335,1.631592,1.083386,5.91938,1.048484,4.259273,0.921021,3.264392,1.284242,299.664138,6.902707,1.333713,1.072409,1.204539,13.554382,3.829879,7.063623,6.553691,10.071873,5.270515,3.137521,1.892867,3.605045,19.905549,3.400183,14.549666,0.530483,251.803886,30.086607,0.636799,2.85648,0.96799,66.815865,19.797529,0.178129,81.140015,31.273978,141.853561,5.191409,622.675069,1.278904,1.036436,1.043598,777.839856,2066.616183,6.355998,17.433772,1,1.024403,4.1298E+19,1.38719E+27,31.18,49374549946,-1412038.076,0.303172
1988,5,165.930178,95809.05875,75929.10269,35051.54442,831675.7444,855801.8853,5853.710027,150964.4994,118498.8423,5247.241065,26377.33656,4998.85106,581178.5153,1569454.013,2097453.976,929828.1539,633933.6261,81217.7314,91380.31153,2348138.647,375275.8883,26602018.64,544179.0567,4078960.301,999538.8748,1147607.626,607691.9902,4495749.164,10276917.25,3426772.359,3295676.353,3201618.862,80659538.03,53154795.72,4421.230389,2857.748363,6124767.103,1264677678,463551885.6,6650293.205,12145742.66,1277612513,6190750287,19127178.11,2332256251,9832514.49,9994111.225,10516470.88,3287036164,9555063798,4151293458,20772994575,0,80151376629,0.326317,2.734371,0.434302,0.269957,1.744809,1.255578,1.589074,1.066235,6.020185,1.050061,4.250904,0.931485,3.229209,1.392338,324.701644,7.440243,1.345798,1.076463,1.249558,14.876153,4.035103,7.58515,5.830988,10.071873,5.38022,3.232958,1.877904,3.837722,20.400025,3.350166,14.457502,0.552879,281.119748,35.868679,0.63554,2.843543,0.967369,66.13967,13.87289,0.108173,6.63508,27.940793,135.388839,5.26207,641.626035,1.275784,1.036586,1.044369,718.85957,2078.193324,6.40896,17.16247,1,1.04181,2.225468,1.26728E+27,28,51286204473,-1520966.346,0.29656
1989,1,174.045667,96794.89799,75952.94364,32883.13093,833004.6224,856439.1205,5742.687418,155816.2373,115392.3118,5259.863418,26889.3873,5046.677863,594798.4276,1684361.411,2234934.28,985029.6813,633127.4962,86625.35594,94728.6691,2553500.789,394276.3318,28491128.97,565153.2914,4078960.301,1030877.773,1029502.914,530013.1436,3408829.421,9016649.505,3340076.105,3415148.106,1219090.864,71394055.44,28599953.49,4414.850553,2275.056272,6122983.167,1232719552,404690516,3289179.023,18799731.94,1300784633,6657455176,19387426.5,2403203229,9841789.285,9994856.326,10518112.39,3200440602,9584519097,4165128785,20370474338,0,80384588612,0.342277,2.762506,0.434438,0.253257,1.747596,1.256513,1.558936,1.100502,5.862362,1.052587,4.333425,0.940397,3.304885,1.494278,345.984629,7.881951,1.344087,1.148136,1.295344,16.177182,4.239403,8.1238,6.055731,10.071873,5.548907,2.900242,1.637859,2.909891,17.898352,3.265408,14.981601,0.210522,248.8271,19.299153,0.634623,2.263748,0.967087,64.468335,12.111324,0.053502,10.270078,28.447557,145.595458,5.333667,661.144228,1.276988,1.036663,1.044532,699.921522,2084.599749,6.43032,16.829911,1,1.044841,1.863727,1.27778E+27,28.1,53267538812,-1632528.525,0.296546
